Sample_path,Entropy,Correct
124,0.5188,True
125,0.8829,True
126,0.4852,True
127,0.4543,True
128,1.1222,True
129,0.4683,True
130,0.4776,True
131,0.5012,True
132,0.5782,True
133,0.5564,True
134,0.5153,True
135,0.5512,True
136,0.4114,True
137,0.6156,True
138,0.4612,True
139,0.4442,True
140,0.5605,True
141,0.4839,True
142,0.3999,True
143,0.5581,True
144,0.4866,True
145,0.4891,True
146,1.6151,True
147,0.4985,True
148,0.4817,True
149,0.4488,True
150,0.5412,True
151,0.4365,True
152,0.5022,True
153,0.5839,True
154,1.3748,False
155,0.9569,True
156,0.445,True
157,1.2208,True
158,0.4736,True
159,0.7432,True
160,0.5391,True
161,0.5742,True
162,0.5199,True
163,0.5127,True
164,0.8175,True
165,0.5342,True
166,0.5757,True
167,0.4642,True
168,0.5123,True
169,0.5244,True
170,0.5337,True
171,0.525,True
172,0.5187,True
173,0.4779,True
174,0.6739,True
175,0.5106,True
176,0.4781,True
177,0.5673,True
178,0.5123,True
179,1.5516,False
180,0.4573,True
181,0.5492,True
182,0.5229,True
183,0.5109,True
184,0.5232,True
185,0.578,True
186,0.6307,True
187,0.5863,True
188,0.5111,True
189,0.5876,True
190,0.5413,True
191,0.9779,True
192,0.5311,True
193,0.624,True
194,0.6102,True
195,0.5403,True
196,0.5463,True
197,0.7435,True
198,0.4841,True
199,0.412,True
200,0.6557,True
201,0.5867,True
202,0.516,True
203,0.5536,True
204,0.6178,True
205,0.5385,True
206,0.574,True
207,0.4994,True
208,0.45,True
209,0.5554,True
210,0.5598,True
211,0.5191,True
212,0.5158,True
213,0.6133,True
214,1.0554,True
215,1.0399,True
216,0.4669,True
217,0.44,True
218,0.4344,True
219,0.5358,True
220,0.6157,True
221,0.5329,True
222,0.6416,True
223,0.4841,True
224,0.7014,True
225,0.5089,True
226,0.5631,True
227,0.4487,True
228,0.604,True
229,0.5752,True
230,1.4672,False
231,0.527,True
232,0.6237,True
233,0.6081,True
234,0.552,True
235,0.4718,True
236,0.489,True
237,0.5681,True
238,0.5252,True
239,0.5676,True
240,0.5365,True
241,0.7866,True
242,0.548,True
243,0.5668,True
244,0.4935,True
245,0.5321,True
246,0.4805,True
247,1.6104,True
248,1.6964,False
249,0.6412,True
250,0.6617,True
251,0.5828,True
252,0.4758,True
253,0.5375,True
254,0.4495,True
255,0.5011,True
256,0.428,True
257,0.5232,True
258,0.5857,True
259,1.4351,True
260,0.45,True
261,0.5343,True
262,0.4664,True
263,0.5387,True
264,0.5755,True
265,1.0728,True
266,0.4993,True
267,0.607,True
268,1.2323,True
269,0.4965,True
270,0.3413,True
271,0.4729,True
272,0.4124,True
273,0.5351,True
274,0.6827,True
275,0.5463,True
276,0.5664,True
277,1.1633,True
278,0.524,True
279,0.5557,True
280,0.558,True
281,0.4954,True
282,0.468,True
283,0.4814,True
284,0.5915,True
285,0.4546,True
286,0.5973,True
287,0.6537,True
288,0.5714,True
289,0.5051,True
290,0.5644,True
291,1.3458,True
292,0.5085,True
293,1.6957,True
294,0.5134,True
295,0.4167,True
296,0.7574,True
297,0.4645,True
298,0.5135,True
299,0.4552,True
300,0.4484,True
301,1.6016,False
302,0.5071,True
303,1.4489,True
304,0.5657,True
305,0.4126,True
306,0.4308,True
307,0.4955,True
308,0.4844,True
309,1.4767,True
310,0.5442,True
311,0.4925,True
312,0.5549,True
313,0.5599,True
314,0.4617,True
315,0.4071,True
316,0.5978,True
317,0.5352,True
318,0.533,True
319,1.4957,False
320,0.4672,True
321,0.4666,True
322,0.3553,True
323,0.538,True
324,0.5484,True
325,0.5095,True
326,0.4956,True
327,0.504,True
328,0.5322,True
329,0.4409,True
330,0.5537,True
331,0.5331,True
332,0.5335,True
333,0.4264,True
334,0.9293,True
335,0.4651,True
336,0.4405,True
337,0.4981,True
338,0.4808,True
339,0.4816,True
340,0.5051,True
341,0.5534,True
342,0.564,True
343,0.4372,True
344,0.4722,True
345,0.4605,True
346,0.3699,True
347,0.5739,True
348,1.0151,True
349,0.5644,True
350,0.8325,True
351,0.6198,True
352,0.654,True
353,0.6153,True
354,0.5488,True
355,0.5206,True
356,0.5225,True
357,0.7638,True
358,0.509,True
359,0.5514,True
360,0.422,True
361,0.5553,True
362,0.452,True
363,0.487,True
364,0.5367,True
365,0.5344,True
366,0.5494,True
367,0.495,True
368,0.5575,True
369,0.4108,True
370,0.4952,True
371,0.4924,True
372,0.5425,True
373,0.4898,True
374,0.431,True
375,0.4921,True
376,0.4543,True
377,0.5444,True
378,0.5004,True
379,0.5115,True
380,0.5197,True
381,0.4601,True
382,0.5415,True
383,0.4759,True
384,0.5075,True
385,0.461,True
386,0.4733,True
387,0.5691,True
388,0.5085,True
389,0.469,True
390,0.4852,True
391,0.4854,True
392,0.4837,True
393,0.5731,True
394,0.547,True
395,0.457,True
396,1.1898,True
397,0.5749,True
398,0.5043,True
399,1.1006,False
400,0.3216,True
401,0.6081,True
402,0.3728,True
403,0.462,True
404,0.735,True
405,0.5366,True
406,0.5234,True
407,0.6919,True
408,0.5433,True
409,0.4915,True
410,0.4975,True
411,0.4848,True
412,0.5167,True
413,0.4691,True
414,0.7742,True
415,1.0574,True
416,0.5225,True
417,0.5102,True
418,0.5788,True
419,0.387,True
420,0.4516,True
421,0.4867,True
422,0.5591,True
423,0.4783,True
424,0.8625,True
425,0.4271,True
426,0.4872,True
427,0.5417,True
428,0.5468,True
429,0.5399,True
430,0.5324,True
431,0.4651,True
432,0.4663,True
433,0.4963,True
434,0.4576,True
435,0.5077,True
436,0.7132,True
437,0.5466,True
438,0.5427,True
439,0.5257,True
440,0.4936,True
441,0.4944,True
442,0.5124,True
443,0.4623,True
444,0.4474,True
445,0.5387,True
446,0.5729,True
447,0.4119,True
448,0.8769,True
449,0.4953,True
450,0.5033,True
451,0.538,True
452,0.6799,True
453,0.5123,True
454,0.5445,True
455,0.6813,True
456,1.0849,True
457,0.5224,True
458,0.4706,True
459,0.6261,True
460,0.4867,True
461,0.4882,True
462,0.3987,True
463,0.4947,True
464,0.5682,True
465,0.4811,True
466,0.706,True
467,0.479,True
468,0.4863,True
469,0.4922,True
470,0.4784,True
471,0.4708,True
472,0.5306,False
473,0.5207,True
474,0.5664,True
475,0.6664,True
476,0.5271,True
477,0.9514,True
478,0.5013,True
479,0.4282,True
480,0.53,True
481,0.5246,True
482,0.6586,True
483,0.4102,True
484,0.5298,True
485,0.7344,True
486,0.5353,True
487,0.7644,True
488,0.5862,True
489,0.4729,True
490,0.413,True
491,0.9645,True
492,0.4771,True
493,1.4443,True
494,0.5381,True
495,0.6987,True
496,0.5198,True
497,0.5229,True
498,0.5068,True
499,0.5143,True
500,1.1014,True
501,0.8038,True
502,0.3779,True
503,0.5184,True
504,0.6556,True
505,0.442,True
506,1.2559,True
507,0.4637,True
508,0.5073,True
509,0.5087,True
510,0.5128,True
511,0.4007,True
512,0.5232,True
513,0.5159,True
514,0.452,True
515,0.4482,True
516,0.4399,True
517,0.7756,True
518,0.6122,True
519,0.4364,True
520,0.6156,True
521,0.5951,True
522,0.4833,True
523,0.5076,True
524,0.5037,True
525,0.5615,True
526,0.5396,True
527,0.5557,True
528,0.5009,True
529,0.4924,True
530,0.3921,True
531,0.4845,True
532,1.0968,True
533,0.516,True
534,0.5404,True
535,0.9107,True
536,0.4882,True
537,0.4886,True
538,0.5039,True
539,0.4216,True
540,0.4564,True
541,0.4984,True
542,0.3589,True
543,0.5235,True
544,0.502,True
545,0.5161,True
546,0.7468,True
547,0.639,True
548,1.1644,True
549,0.5438,True
550,0.4235,True
551,0.4849,True
552,0.5015,True
553,0.5207,True
554,0.7286,True
555,0.5313,True
556,0.4963,True
557,0.604,True
558,0.4088,True
559,0.479,True
560,0.4777,True
561,0.471,True
562,0.6115,True
563,0.4863,True
564,0.4981,True
565,0.5794,True
566,0.5445,True
567,0.5725,True
568,0.5215,True
569,0.5312,True
570,0.495,True
571,0.5297,True
572,0.4127,True
573,0.7339,True
574,0.5468,True
575,0.9529,True
576,0.5366,True
577,0.575,True
578,0.4984,True
579,0.6702,True
580,0.6141,True
581,0.4663,True
582,1.0856,True
583,0.4348,True
584,0.5671,True
585,0.5225,True
586,0.4313,True
587,0.5116,True
588,0.5125,True
589,0.4916,True
590,1.1657,False
591,0.5131,True
592,1.1884,False
593,0.5323,True
594,0.5061,True
595,0.5359,True
596,0.5432,True
597,0.3962,True
598,0.5373,True
599,1.0986,True
600,0.6265,True
601,0.6797,True
602,1.2067,True
603,0.668,True
604,0.9507,False
605,0.5162,True
606,0.5961,True
607,0.5234,True
608,1.3767,False
609,0.5289,True
610,0.5258,True
611,0.4912,True
612,0.5787,True
613,0.4933,True
614,0.4967,True
615,0.8613,True
616,0.5386,True
617,0.4338,True
618,0.3735,True
619,0.5385,True
620,0.6191,True
621,0.5128,True
622,0.4474,True
623,0.5274,True
624,0.523,True
625,0.5971,True
626,0.5323,True
627,1.4165,True
628,1.0969,False
629,0.6929,True
630,0.4398,True
631,0.5172,True
632,0.4557,True
633,1.5331,False
634,0.5281,True
635,1.1834,False
636,0.5714,True
637,0.5324,True
638,0.5373,True
639,0.557,True
640,1.4685,True
641,0.5189,True
642,0.5132,True
643,0.5277,True
644,0.4516,True
645,0.5735,True
646,0.7197,True
647,0.9505,True
648,0.491,True
649,0.4306,True
650,0.4627,True
651,0.5209,True
652,0.9075,True
653,0.4866,True
654,0.4345,True
655,0.5177,True
656,0.7641,True
657,0.4926,True
658,0.5261,True
659,0.9508,True
660,0.3221,True
661,0.4038,True
662,0.5153,True
663,0.7478,True
664,0.5363,True
665,0.4996,True
666,0.4983,True
667,0.5378,True
668,0.9771,True
669,0.5033,True
670,0.9412,True
671,0.4933,True
672,0.4798,True
673,0.7692,True
674,1.0235,True
675,0.5003,True
676,0.5007,True
677,0.4945,True
678,0.4769,True
679,0.4768,True
680,0.482,True
681,0.4812,True
682,0.5001,True
683,1.4345,True
684,0.3109,True
685,0.6561,True
686,0.6634,True
687,0.4968,True
688,0.496,True
689,0.7706,True
690,0.6647,True
691,0.568,True
692,0.5359,True
693,0.6956,True
694,0.4986,True
695,0.5228,True
696,0.4781,True
697,1.0059,True
698,0.5267,True
699,0.5274,True
700,0.5286,True
701,0.4946,True
702,0.5331,True
703,1.8305,True
704,0.4464,True
705,0.4848,True
706,0.5034,True
707,0.7702,True
708,1.5161,True
709,0.4751,True
710,0.5086,True
711,0.5104,True
712,0.7422,True
713,0.5827,True
714,0.4845,True
715,0.4713,True
716,0.6826,True
717,0.5043,True
718,0.5,True
719,0.4271,True
720,0.5487,True
721,0.5561,True
722,0.4167,True
723,0.4745,True
724,0.4254,True
725,0.335,True
726,0.5451,True
727,1.0759,False
728,0.6263,True
729,1.0805,True
730,0.5622,True
731,0.8117,True
732,0.5589,True
733,0.6902,True
734,1.0609,True
735,0.5006,True
736,0.5999,True
737,0.4638,True
738,0.6241,True
739,0.4893,True
740,0.5232,True
741,0.5486,True
742,0.4293,True
743,0.4769,True
744,0.5336,True
745,0.7465,True
746,0.5072,True
747,0.5074,True
748,0.4916,True
749,1.0598,True
750,1.5639,True
751,0.4721,True
752,1.0318,True
753,0.7873,True
754,0.548,True
755,0.5402,True
756,0.6144,True
757,0.5311,True
758,0.4681,True
759,0.5153,True
760,0.4696,True
761,0.5363,True
762,0.4602,True
763,0.7114,True
764,0.5014,True
765,0.5461,True
766,0.5669,True
767,0.4921,True
768,0.6286,True
769,0.467,True
770,0.6056,True
771,0.5474,True
772,0.5499,True
773,0.5024,True
774,0.5997,True
775,0.4346,True
776,0.767,True
777,0.4182,True
778,0.5571,True
779,0.48,True
780,0.4862,True
781,0.5285,True
782,0.9228,True
783,0.5371,True
784,0.4768,True
785,0.4996,True
786,0.5292,True
787,0.529,True
788,0.4924,True
789,0.5692,True
790,0.479,True
791,0.4899,True
792,0.5972,True
793,0.4657,True
794,0.4796,True
795,0.6412,True
796,0.5225,True
797,0.5485,True
798,0.4529,True
799,0.5739,True
800,0.4718,True
801,0.5156,True
802,0.5295,True
803,1.2346,False
804,0.6398,False
805,0.3456,True
806,0.4914,True
807,0.5403,True
808,0.4822,True
809,0.5344,True
810,0.7122,True
811,0.4405,True
812,0.8236,True
813,0.5,True
814,0.4333,True
815,0.5823,True
816,0.5733,True
817,0.5263,True
818,0.5621,True
819,0.4587,True
820,0.4794,True
821,0.5083,True
822,0.4339,True
823,0.521,True
824,0.422,True
825,0.5188,True
826,0.4898,True
827,0.4844,True
828,0.5589,True
829,0.4891,True
830,0.5576,True
831,0.4979,True
832,0.4858,True
833,0.4831,True
834,0.4268,True
835,0.4963,True
836,0.5114,True
837,0.4922,True
838,0.5211,True
839,0.4318,True
840,0.4569,True
841,0.4902,True
842,0.479,True
843,0.4867,True
844,0.5753,True
845,0.608,True
846,0.4869,True
847,0.4604,True
848,0.5325,True
849,0.4126,True
850,0.9811,True
851,0.4811,True
852,0.4581,True
853,0.6797,True
854,0.545,True
855,0.5352,True
856,0.4719,True
857,0.7083,True
858,0.5793,True
859,0.5104,True
860,0.3968,True
861,0.4723,True
862,1.4778,True
863,0.5288,True
864,0.3385,True
865,0.7468,True
866,1.1762,True
867,0.5607,True
868,0.777,True
869,0.5562,True
870,0.4899,True
871,0.4787,True
872,1.2957,True
873,0.5422,True
874,0.542,True
875,0.4569,True
876,0.5749,True
877,0.5082,True
878,0.5002,True
879,0.4953,True
880,0.6821,True
881,0.4634,True
882,0.7488,True
883,0.5217,True
884,1.2416,True
885,0.6948,True
886,0.4838,True
887,0.5774,True
888,0.6412,True
889,0.4231,True
890,0.5461,True
891,0.4172,True
892,0.538,True
893,0.4853,True
894,0.4569,True
895,0.4573,True
896,0.5076,True
897,0.5381,True
898,0.5156,True
899,1.4256,True
900,0.3499,True
901,0.4876,False
902,0.379,True
903,1.1064,True
904,0.9757,True
905,1.2128,True
906,0.565,True
907,0.4633,True
908,0.4811,True
909,0.8984,True
910,0.5134,True
911,0.5553,True
912,0.5548,True
913,0.5237,True
914,0.5626,True
915,0.6176,True
916,0.5262,True
917,0.6949,True
918,0.4877,True
919,0.5284,True
920,0.5622,True
921,0.5472,True
922,0.8574,True
923,0.8938,True
924,0.5197,True
925,0.4678,True
926,0.5308,True
927,1.0478,True
928,0.5525,True
929,0.535,True
930,0.5943,True
931,0.6936,True
932,0.4598,True
933,0.5028,True
934,0.4977,True
935,0.5176,True
936,0.5186,True
937,0.5789,True
938,1.1922,True
939,0.5235,True
940,0.4857,True
941,0.9909,True
942,0.5642,True
943,0.4153,True
944,0.7451,True
945,0.5062,True
946,0.4991,True
947,0.5171,True
948,0.5443,True
949,0.4975,True
950,0.6057,True
951,0.5412,True
952,0.4895,True
953,0.6045,True
954,1.1744,True
955,0.4656,True
956,0.4952,True
957,0.5005,True
958,0.6229,True
959,0.5394,True
960,0.947,False
961,0.5761,True
962,0.4309,True
963,0.5155,True
964,0.5258,True
965,0.5493,True
966,0.4934,True
967,0.5843,True
968,0.478,True
969,0.4616,True
970,1.3524,True
971,0.523,True
972,0.4966,True
973,0.4056,True
974,0.6006,True
975,0.4582,True
976,0.621,True
977,0.4204,True
978,0.4981,True
979,0.4577,True
980,0.6331,True
981,1.2457,True
982,0.4625,True
983,0.5212,True
984,0.9506,True
985,0.4861,True
986,0.4999,True
987,0.5957,True
988,0.4765,True
989,1.2539,True
990,0.5477,True
991,0.5415,True
992,0.6593,True
993,0.4486,True
994,0.5589,True
995,1.5601,True
996,0.5442,True
997,0.4761,True
998,0.519,True
999,0.5497,True
1000,0.5573,True
1001,0.4886,True
1002,0.5292,True
1003,0.4975,True
1004,0.4114,True
1005,0.5132,True
1006,0.4937,True
1007,0.5028,True
1008,0.4696,True
1009,1.0574,False
1010,0.6392,True
1011,0.5162,True
1012,0.5545,True
1013,0.592,True
1014,0.3362,True
1015,0.4863,True
1016,0.6422,True
1017,0.521,True
1018,0.556,True
1019,0.4708,True
1020,1.1722,True
1021,0.4897,True
1022,0.5406,True
1023,0.5101,True
1024,0.474,True
1025,0.4214,True
1026,0.5057,True
1027,0.5226,True
1028,0.5173,True
1029,0.6027,True
1030,0.9312,True
1031,0.6927,True
1032,0.4237,True
1033,0.6257,True
1034,0.4216,True
1035,0.5729,True
1036,0.6222,True
1037,0.5701,True
1038,0.4866,True
1039,0.498,True
1040,1.0678,True
1041,0.3594,True
1042,0.5143,True
1043,0.9295,True
1044,1.1254,True
1045,0.5666,True
1046,0.4756,True
1047,0.56,True
1048,0.5057,True
1049,0.4682,True
1050,0.5731,True
1051,1.1651,True
1052,0.5159,True
1053,0.5089,True
1054,0.4707,True
1055,0.8184,True
1056,0.5187,True
1057,0.7895,True
1058,0.7379,True
1059,0.5935,True
1060,0.7392,True
1061,0.4837,True
1062,0.4478,True
1063,0.7378,True
1064,0.4897,True
1065,0.5007,True
1066,0.4864,True
1067,0.4715,True
1068,0.5319,True
1069,0.5218,True
1070,0.5139,True
1071,0.5843,True
1072,0.527,True
1073,0.5309,True
1074,0.5505,True
1075,0.5321,True
1076,0.497,True
1077,0.4866,True
1078,0.4905,True
1079,0.433,True
1080,0.5813,True
1081,0.5455,True
1082,0.495,True
1083,0.4894,True
1084,0.3974,True
1085,0.4981,True
1086,1.215,True
1087,0.4902,True
1088,0.4709,True
1089,1.403,False
1090,0.4785,True
1091,0.5637,True
1092,0.7802,True
1093,0.4998,True
1094,0.5484,True
1095,0.4904,True
1096,0.4783,True
1097,0.5798,True
1098,0.5683,True
1099,0.4865,True
1100,0.4527,True
1101,0.534,True
1102,0.546,True
1103,0.522,True
1104,0.5725,True
1105,1.555,True
1106,0.7319,True
1107,0.4291,True
1108,0.5842,True
1109,0.5208,True
1110,0.4577,True
1111,0.4742,True
1112,0.6398,True
1113,0.4761,True
1114,0.5727,True
1115,0.5084,True
1116,1.3294,True
1117,0.4792,True
1118,1.7009,True
1119,0.4637,True
1120,0.5059,True
1121,0.4563,True
1122,0.6323,True
1123,0.8591,True
1124,0.5656,True
1125,0.5132,True
1126,0.581,True
1127,0.7896,True
1128,0.6137,True
1129,0.4717,True
1130,0.6031,True
1131,1.2439,True
1132,0.5688,True
1133,0.489,True
1134,0.4678,True
1135,0.5334,True
1136,0.4904,True
1137,0.4785,True
1138,0.5734,True
1139,0.4106,True
1140,1.3016,True
1141,0.6917,True
1142,1.2786,True
1143,0.5478,True
1144,0.5317,True
1145,0.4699,True
1146,0.5382,True
1147,1.3129,False
1148,0.4299,True
1149,0.7329,True
1150,0.5305,True
1151,0.5157,True
1152,0.4457,True
1153,0.5111,True
1154,0.5525,True
1155,0.4969,True
1156,0.4588,True
1157,0.4459,True
1158,0.4673,True
1159,0.4957,True
1160,0.4687,True
1161,0.5461,True
1162,0.5582,True
1163,0.4431,True
1164,0.5022,True
1165,0.4903,True
1166,0.6155,True
1167,0.4866,True
1168,0.5204,True
1169,0.4989,True
1170,0.7191,True
1171,0.5696,True
1172,0.47,True
1173,0.5012,True
1174,1.6004,False
1175,0.4869,True
1176,0.5192,True
1177,0.4237,True
1178,0.5287,True
1179,0.5295,True
1180,0.475,True
1181,0.6928,True
1182,0.5121,True
1183,0.6114,True
1184,0.4939,True
1185,0.601,True
1186,0.5552,True
1187,0.5577,True
1188,1.3504,True
1189,0.4775,True
1190,0.5779,True
1191,0.6464,True
1192,0.6355,True
1193,0.5932,True
1194,0.6135,True
1195,0.7289,True
1196,0.4168,True
1197,0.5151,True
1198,0.4136,True
1199,0.4642,True
1200,0.4908,True
1201,0.4887,True
1202,0.7124,True
1203,0.5876,True
1204,0.6431,True
1205,0.5432,True
1206,0.5038,True
1207,0.4888,True
1208,0.6565,True
1209,1.4164,True
1210,0.5093,True
1211,1.0236,True
1212,0.516,True
1213,0.8838,True
1214,0.6186,True
1215,0.5063,True
1216,0.5984,True
1217,0.5538,True
1218,0.5376,True
1219,0.5048,True
1220,0.5312,True
1221,0.4827,True
1222,0.4794,True
1223,0.6217,True
1224,1.1163,False
1225,0.5287,True
1226,0.5264,True
1227,0.5555,True
1228,0.5255,True
1229,0.5576,True
1230,0.4997,True
1231,0.5598,True
1232,0.5075,True
1233,0.7376,True
1234,0.5846,True
1235,0.4626,True
1236,0.4495,True
1237,0.4698,True
1238,0.4917,True
1239,0.511,True
1240,0.5111,True
1241,0.3968,True
1242,0.5423,True
1243,0.558,True
1244,1.1268,True
1245,0.8057,True
1246,0.5116,True
1247,0.4958,True
1248,0.5003,True
1249,0.5402,True
1250,0.5491,True
1251,0.2541,True
1252,0.4358,True
1253,0.5259,True
1254,0.3166,True
1255,0.8728,True
1256,0.4799,True
1257,0.5045,True
1258,0.4925,True
1259,0.514,True
1260,1.3203,False
1261,0.5139,True
1262,1.4747,False
1263,0.9532,True
1264,0.5147,True
1265,0.4671,True
1266,0.5543,True
1267,0.4965,True
1268,0.4744,True
1269,0.4104,True
1270,1.145,True
1271,0.7945,True
1272,0.4866,True
1273,0.4129,True
1274,0.4416,True
1275,0.4888,True
1276,0.5062,True
1277,0.4721,True
1278,0.4769,True
1279,0.5565,True
1280,0.4441,True
1281,0.4208,True
1282,0.5132,True
1283,0.6008,True
1284,0.498,True
1285,0.5121,True
1286,0.4531,True
1287,0.4923,True
1288,0.4152,True
1289,1.4848,False
1290,0.4619,True
1291,0.4917,True
1292,0.4091,True
1293,0.4934,True
1294,0.4789,True
1295,0.5107,True
1296,0.5211,True
1297,0.567,True
1298,0.7104,True
1299,0.4571,True
1300,0.5872,True
1301,0.5357,True
1302,0.4986,True
1303,0.4761,True
1304,0.5413,True
1305,0.4955,True
1306,1.0433,False
1307,0.4662,True
1308,0.4784,True
1309,0.3952,True
1310,0.5723,True
1311,0.4363,True
1312,0.4378,True
1313,1.5948,False
1314,0.5956,True
1315,0.4969,True
1316,0.5026,True
1317,0.5074,True
1318,0.4846,True
1319,0.5512,True
1320,0.5058,True
1321,0.4784,True
1322,0.3649,True
1323,1.093,True
1324,0.4146,True
1325,0.5391,True
1326,0.5087,True
1327,0.4898,True
1328,0.499,True
1329,1.4683,False
1330,0.8474,True
1331,0.4709,True
1332,0.6872,True
1333,0.4653,True
1334,0.3154,True
1335,0.6563,True
1336,0.467,True
1337,0.4393,True
1338,0.6465,True
1339,1.1414,False
1340,0.587,True
1341,1.3315,True
1342,0.9272,True
1343,0.4127,True
1344,0.647,True
1345,0.5528,True
1346,1.3,True
1347,0.4695,True
1348,0.5853,True
1349,0.7666,True
1350,0.564,True
1351,0.7605,True
1352,0.8584,True
1353,0.4965,True
1354,0.4988,True
1355,0.5446,True
1356,0.5004,True
1357,0.4066,True
1358,0.49,True
1359,0.5054,True
1360,0.515,True
1361,0.4417,True
1362,0.5281,True
1363,0.6048,True
1364,0.5442,True
1365,0.5958,True
1366,0.4866,True
1367,0.5441,True
1368,1.1506,False
1369,0.5276,True
1370,0.6421,True
1371,0.528,True
1372,0.5143,True
1373,0.575,True
1374,0.952,False
1375,0.7887,True
1376,0.573,True
1377,0.6178,True
1378,0.4209,True
1379,0.5016,True
1380,0.4097,True
1381,1.4334,True
1382,0.573,True
1383,0.4496,True
1384,0.4926,True
1385,0.4643,True
1386,0.5394,True
1387,0.5488,True
1388,0.4559,True
1389,0.5234,True
1390,0.598,True
1391,0.6139,True
1392,0.7212,True
1393,0.5851,True
1394,0.4993,True
1395,0.5638,True
1396,0.4864,True
1397,0.5254,True
1398,1.0033,True
1399,0.5515,True
1400,0.4672,True
1401,0.6706,True
1402,0.4663,True
1403,0.5688,True
1404,0.5057,True
1405,0.4369,True
1406,0.4848,True
1407,0.4569,True
1408,0.5042,True
1409,0.5246,True
1410,0.4977,True
1411,0.7073,True
1412,0.4826,True
1413,0.552,True
1414,0.5686,True
1415,0.4938,True
1416,0.4838,True
1417,0.4806,True
1418,0.5403,True
1419,0.4601,True
1420,0.5812,True
1421,0.5177,True
1422,0.4674,True
1423,0.4986,True
1424,0.4776,True
1425,0.5342,True
1426,0.5218,True
1427,0.6255,True
1428,0.5266,True
1429,0.5514,True
1430,0.5276,True
1431,0.4881,True
1432,0.7757,True
1433,0.5278,True
1434,0.5167,True
1435,0.5021,True
1436,0.442,True
1437,0.607,True
1438,0.5001,True
1439,1.1444,True
1440,0.523,True
1441,0.4631,True
1442,0.8311,True
1443,0.6941,True
1444,0.5419,True
1445,0.5155,True
1446,0.5061,True
1447,0.5698,True
1448,0.5261,True
1449,0.8572,True
1450,0.4753,True
1451,0.5279,True
1452,0.5429,True
1453,0.5524,True
1454,1.4484,True
1455,0.5361,True
1456,0.5753,True
1457,0.5243,True
1458,0.5054,True
1459,0.5116,True
1460,0.4581,True
1461,0.5753,True
1462,0.5134,True
1463,0.551,True
1464,0.5476,True
1465,0.4539,True
1466,0.5385,True
1467,0.5197,True
1468,0.7226,True
1469,0.5486,True
1470,0.4834,True
1471,0.4918,True
1472,0.4873,True
1473,0.5642,True
1474,0.5891,True
1475,0.473,True
1476,0.491,True
1477,0.4912,True
1478,0.4448,True
1479,0.5162,True
1480,0.5522,True
1481,1.4325,True
1482,0.48,True
1483,0.5223,True
1484,0.5278,True
1485,0.5157,True
1486,0.499,True
1487,0.5529,True
1488,1.3943,False
1489,0.4186,True
1490,0.4958,True
1491,0.5524,True
1492,0.4992,True
1493,0.4685,True
1494,0.586,True
1495,0.4975,True
1496,0.542,True
1497,0.5723,True
1498,0.5379,True
1499,1.2861,True
1500,0.5239,True
1501,0.5473,True
1502,0.4914,True
1503,0.4629,True
1504,0.7415,True
1505,0.5202,True
1506,0.4165,True
1507,1.228,False
1508,0.6278,True
1509,0.958,True
1510,1.1245,True
